"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
45355432129.8032;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 50*****505";;;;;;;;"04.03.2024 10:22:16";"Programm/Schrittnummer Status des VM ist : 50*****505";
45355432129.9884;1;1;3;60000;"Anlagezustand-VM : Belüften  ";;;;;;;;"04.03.2024 10:22:16";"Anlagezustand-VM : Belüften  ";
45355432131.25;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 50*****505";;;;;;;;"04.03.2024 10:22:16";"Programm/Schrittnummer Status des BM ist : 50*****505";
45355432131.25;1;1;3;60000;"Anlagezustand-BM : Belüften  ";;;;;;;;"04.03.2024 10:22:16";"Anlagezustand-BM : Belüften  ";
45355432176.0995;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 50*****510";;;;;;;;"04.03.2024 10:22:20";"Programm/Schrittnummer Status des VM ist : 50*****510";
45355432177.7315;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 50*****510";;;;;;;;"04.03.2024 10:22:20";"Programm/Schrittnummer Status des BM ist : 50*****510";
45355432488.5995;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 50*****515";;;;;;;;"04.03.2024 10:22:47";"Programm/Schrittnummer Status des VM ist : 50*****515";
45355432490.0463;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 50*****515";;;;;;;;"04.03.2024 10:22:47";"Programm/Schrittnummer Status des BM ist : 50*****515";
45355432500.1736;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 50*****520";;;;;;;;"04.03.2024 10:22:48";"Programm/Schrittnummer Status des VM ist : 50*****520";
45355432501.6204;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 50*****520";;;;;;;;"04.03.2024 10:22:48";"Programm/Schrittnummer Status des BM ist : 50*****520";
45355434641.3773;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 50*****525";;;;;;;;"04.03.2024 10:25:53";"Programm/Schrittnummer Status des VM ist : 50*****525";
45355434642.6505;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 50*****525";;;;;;;;"04.03.2024 10:25:53";"Programm/Schrittnummer Status des BM ist : 50*****525";
45355434953.8773;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 50*****535";;;;;;;;"04.03.2024 10:26:20";"Programm/Schrittnummer Status des VM ist : 50*****535";
45355434955.3241;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 50*****535";;;;;;;;"04.03.2024 10:26:20";"Programm/Schrittnummer Status des BM ist : 50*****535";
45355434965.4514;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 50*****590";;;;;;;;"04.03.2024 10:26:21";"Programm/Schrittnummer Status des VM ist : 50*****590";
45355434966.7245;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 10*****100";;;;;;;;"04.03.2024 10:26:21";"Programm/Schrittnummer Status des BM ist : 10*****100";
45355434966.7245;1;1;3;60000;"Anlagezustand-BM : Anfahren Grundstellung ";;;;;;;;"04.03.2024 10:26:21";"Anlagezustand-BM : Anfahren Grundstellung ";
45355435000.1736;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 10*****105";;;;;;;;"04.03.2024 10:26:24";"Programm/Schrittnummer Status des VM ist : 10*****105";
45355435000.1736;1;1;3;60000;"Anlagezustand-VM : Anfahren Grundstellung ";;;;;;;;"04.03.2024 10:26:24";"Anlagezustand-VM : Anfahren Grundstellung ";
45355435001.4468;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 10*****115";;;;;;;;"04.03.2024 10:26:24";"Programm/Schrittnummer Status des BM ist : 10*****115";
45355435013.0208;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 10*****150";;;;;;;;"04.03.2024 10:26:25";"Programm/Schrittnummer Status des BM ist : 10*****150";
45355435069.6181;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 1*****190";;;;;;;;"04.03.2024 10:26:30";"Programm/Schrittnummer Status des VM ist : 1*****190";
45355435069.6181;1;1;3;60000;"Anlagezustand-VM : Grundstellung ";;;;;;;;"04.03.2024 10:26:30";"Anlagezustand-VM : Grundstellung ";
45355435071.0648;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 1*****190";;;;;;;;"04.03.2024 10:26:30";"Programm/Schrittnummer Status des BM ist : 1*****190";
45355435071.0648;1;1;3;60000;"Anlagezustand-BM : Grundstellung ";;;;;;;;"04.03.2024 10:26:30";"Anlagezustand-BM : Grundstellung ";
45355442814.1204;2;1;66;48;;;;;;;;;"04.03.2024 10:37:39";"Fehler Antrieb Schutzband Auslauf";"AME"
45355442814.1204;2;1;66;54;;;;;;;;;"04.03.2024 10:37:39";"Fehler Antrieb Prozessband Auslauf";"AME"
45355442922.4537;2;3;66;54;;;;;;;;;"04.03.2024 10:37:48";"Fehler Antrieb Prozessband Auslauf";"AME"
45355446149.8032;2;3;66;48;;;;;;;;;"04.03.2024 10:42:27";"Fehler Antrieb Schutzband Auslauf";"AME"
45355456150.1736;2;2;66;48;;;;;;;;;"04.03.2024 10:56:51";"Fehler Antrieb Schutzband Auslauf";"AME"
45355456150.1736;2;2;66;54;;;;;;;;;"04.03.2024 10:56:51";"Fehler Antrieb Prozessband Auslauf";"AME"
45355456791.2616;2;3;66;44;;;;;;;;;"04.03.2024 10:57:47";"Fehler Antrieb Prozessband Einaluf";"AME"
45355456791.2616;2;3;66;39;;;;;;;;;"04.03.2024 10:57:47";"Fehler Antrieb Schutzband Einlauf";"AME"
45355456798.4954;2;2;66;39;;;;;;;;;"04.03.2024 10:57:47";"Fehler Antrieb Schutzband Einlauf";"AME"
45355456798.4954;2;2;66;44;;;;;;;;;"04.03.2024 10:57:47";"Fehler Antrieb Prozessband Einaluf";"AME"
45355456800.3009;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 10*****120";;;;;;;;"04.03.2024 10:57:48";"Programm/Schrittnummer Status des BM ist : 10*****120";
45355456812.0602;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 1*****190";;;;;;;;"04.03.2024 10:57:49";"Programm/Schrittnummer Status des BM ist : 1*****190";
45355456812.0602;1;1;3;60000;"Anlagezustand-BM : Grundstellung ";;;;;;;;"04.03.2024 10:57:49";"Anlagezustand-BM : Grundstellung ";
45355471314.0162;1;1;3;60000;"Anlagezustand-BM : Service ";;;;;;;;"04.03.2024 11:18:42";"Anlagezustand-BM : Service ";
45355471322.1528;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 7*****700";;;;;;;;"04.03.2024 11:18:42";"Programm/Schrittnummer Status des VM ist : 7*****700";
45355471322.1528;1;1;3;60000;"Anlagezustand-VM : Service ";;;;;;;;"04.03.2024 11:18:42";"Anlagezustand-VM : Service ";
45355471416.0069;2;1;66;38;;;;;;;;;"04.03.2024 11:18:50";"Fehler Bandspeicher Schutzband Einlauf";"AME"
45355471466.2847;2;3;66;38;;;;;;;;;"04.03.2024 11:18:55";"Fehler Bandspeicher Schutzband Einlauf";"AME"
45355471520.1736;2;2;66;38;;;;;;;;;"04.03.2024 11:18:59";"Fehler Bandspeicher Schutzband Einlauf";"AME"
45355475627.3495;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 1*****190";;;;;;;;"04.03.2024 11:24:54";"Programm/Schrittnummer Status des VM ist : 1*****190";
45355475627.3495;1;1;3;60000;"Anlagezustand-VM : Grundstellung ";;;;;;;;"04.03.2024 11:24:54";"Anlagezustand-VM : Grundstellung ";
45355475630.4167;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 10*****100";;;;;;;;"04.03.2024 11:24:54";"Programm/Schrittnummer Status des BM ist : 10*****100";
45355475630.4167;1;1;3;60000;"Anlagezustand-BM : Anfahren Grundstellung ";;;;;;;;"04.03.2024 11:24:54";"Anlagezustand-BM : Anfahren Grundstellung ";
45355475665.1389;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 10*****115";;;;;;;;"04.03.2024 11:24:57";"Programm/Schrittnummer Status des BM ist : 10*****115";
45355475676.8982;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 1*****190";;;;;;;;"04.03.2024 11:24:58";"Programm/Schrittnummer Status des BM ist : 1*****190";
45355475676.8982;1;1;3;60000;"Anlagezustand-BM : Grundstellung ";;;;;;;;"04.03.2024 11:24:58";"Anlagezustand-BM : Grundstellung ";
45355475862.0833;1;1;3;60000;"Anlagezustand-BM : Service ";;;;;;;;"04.03.2024 11:25:14";"Anlagezustand-BM : Service ";
45355475870.4051;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 7*****700";;;;;;;;"04.03.2024 11:25:15";"Programm/Schrittnummer Status des VM ist : 7*****700";
45355475870.4051;1;1;3;60000;"Anlagezustand-VM : Service ";;;;;;;;"04.03.2024 11:25:15";"Anlagezustand-VM : Service ";
45355475962.8125;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 1*****190";;;;;;;;"04.03.2024 11:25:23";"Programm/Schrittnummer Status des VM ist : 1*****190";
45355475962.8125;1;1;3;60000;"Anlagezustand-VM : Grundstellung ";;;;;;;;"04.03.2024 11:25:23";"Anlagezustand-VM : Grundstellung ";
45355475966.25;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 10*****100";;;;;;;;"04.03.2024 11:25:23";"Programm/Schrittnummer Status des BM ist : 10*****100";
45355475966.25;1;1;3;60000;"Anlagezustand-BM : Anfahren Grundstellung ";;;;;;;;"04.03.2024 11:25:23";"Anlagezustand-BM : Anfahren Grundstellung ";
45355476000.9722;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 10*****105";;;;;;;;"04.03.2024 11:25:26";"Programm/Schrittnummer Status des BM ist : 10*****105";
45355476012.3611;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 10*****120";;;;;;;;"04.03.2024 11:25:27";"Programm/Schrittnummer Status des BM ist : 10*****120";
45355476024.1204;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 1*****190";;;;;;;;"04.03.2024 11:25:28";"Programm/Schrittnummer Status des BM ist : 1*****190";
45355476024.1204;1;1;3;60000;"Anlagezustand-BM : Grundstellung ";;;;;;;;"04.03.2024 11:25:28";"Anlagezustand-BM : Grundstellung ";
45355476495.4051;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 20*****200";;;;;;;;"04.03.2024 11:26:09";"Programm/Schrittnummer Status des VM ist : 20*****200";
45355476495.4051;1;1;3;60000;"Anlagezustand-VM : Abpumpen ";;;;;;;;"04.03.2024 11:26:09";"Anlagezustand-VM : Abpumpen ";
45355476498.4722;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 20*****200";;;;;;;;"04.03.2024 11:26:09";"Programm/Schrittnummer Status des BM ist : 20*****200";
45355476498.4722;1;1;3;60000;"Anlagezustand-BM : Abpumpen ";;;;;;;;"04.03.2024 11:26:09";"Anlagezustand-BM : Abpumpen ";
45355476506.9792;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 20*****205";;;;;;;;"04.03.2024 11:26:10";"Programm/Schrittnummer Status des VM ist : 20*****205";
45355476510.2315;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 20*****205";;;;;;;;"04.03.2024 11:26:10";"Programm/Schrittnummer Status des BM ist : 20*****205";
45355476518.5532;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 20*****210";;;;;;;;"04.03.2024 11:26:11";"Programm/Schrittnummer Status des VM ist : 20*****210";
45355476521.8056;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 20*****210";;;;;;;;"04.03.2024 11:26:11";"Programm/Schrittnummer Status des BM ist : 20*****210";
45355476692.1644;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 20*****220";;;;;;;;"04.03.2024 11:26:26";"Programm/Schrittnummer Status des VM ist : 20*****220";
45355476695.4167;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 20*****220";;;;;;;;"04.03.2024 11:26:26";"Programm/Schrittnummer Status des BM ist : 20*****220";
45355476703.5532;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 20*****225";;;;;;;;"04.03.2024 11:26:27";"Programm/Schrittnummer Status des VM ist : 20*****225";
45355476706.8056;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 20*****225";;;;;;;;"04.03.2024 11:26:27";"Programm/Schrittnummer Status des BM ist : 20*****225";
45355477363.4606;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 20*****235";;;;;;;;"04.03.2024 11:27:24";"Programm/Schrittnummer Status des VM ist : 20*****235";
45355477366.5278;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 20*****235";;;;;;;;"04.03.2024 11:27:24";"Programm/Schrittnummer Status des BM ist : 20*****235";
45355477375.0347;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 20*****240";;;;;;;;"04.03.2024 11:27:25";"Programm/Schrittnummer Status des VM ist : 20*****240";
45355477378.1019;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 20*****240";;;;;;;;"04.03.2024 11:27:25";"Programm/Schrittnummer Status des BM ist : 20*****240";
45355477421.331;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 20*****245";;;;;;;;"04.03.2024 11:27:29";"Programm/Schrittnummer Status des VM ist : 20*****245";
45355477424.5833;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 20*****245";;;;;;;;"04.03.2024 11:27:29";"Programm/Schrittnummer Status des BM ist : 20*****245";
45355479137.3611;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 2*****290";;;;;;;;"04.03.2024 11:29:57";"Programm/Schrittnummer Status des BM ist : 2*****290";
45355479137.3611;1;1;3;60000;"Anlagezustand-BM : Bereit für Beschichtung ";;;;;;;;"04.03.2024 11:29:57";"Anlagezustand-BM : Bereit für Beschichtung ";
45355479145.6829;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 2*****290";;;;;;;;"04.03.2024 11:29:58";"Programm/Schrittnummer Status des VM ist : 2*****290";
45355479145.6829;1;1;3;60000;"Anlagezustand-VM : Bereit für Beschichtung ";;;;;;;;"04.03.2024 11:29:58";"Anlagezustand-VM : Bereit für Beschichtung ";
45355510305.081;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 30*****310";;;;;;;;"04.03.2024 12:14:50";"Programm/Schrittnummer Status des BM ist : 30*****310";
45355510305.081;1;1;3;60000;"Anlagezustand-BM : Prozess starten  ";;;;;;;;"04.03.2024 12:14:50";"Anlagezustand-BM : Prozess starten  ";
45355511022.8588;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 30*****317";;;;;;;;"04.03.2024 12:15:52";"Programm/Schrittnummer Status des BM ist : 30*****317";
45355511080.3588;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 30*****320";;;;;;;;"04.03.2024 12:15:57";"Programm/Schrittnummer Status des BM ist : 30*****320";
45355514283.4838;2;1;64;34;;;;;;;;;"04.03.2024 12:20:34";"Warnung Druck Kammer";"VM"
45355514576.0995;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 30*****335";;;;;;;;"04.03.2024 12:20:59";"Programm/Schrittnummer Status des BM ist : 30*****335";
45355514691.4699;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 30*****350";;;;;;;;"04.03.2024 12:21:09";"Programm/Schrittnummer Status des BM ist : 30*****350";
45355514703.2292;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 3*****390";;;;;;;;"04.03.2024 12:21:10";"Programm/Schrittnummer Status des BM ist : 3*****390";
45355514703.2292;1;1;3;60000;"Anlagezustand-BM : Prozess läuft ";;;;;;;;"04.03.2024 12:21:10";"Anlagezustand-BM : Prozess läuft ";
45355515475.6134;2;0;64;34;;;;;;;;;"04.03.2024 12:22:17";"Warnung Druck Kammer";"VM"
45355515998.9815;2;6;64;34;;;;;;;;;"04.03.2024 12:23:02";"Warnung Druck Kammer";"VM"
45355821288.6921;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 40*****405";;;;;;;;"04.03.2024 19:42:39";"Programm/Schrittnummer Status des BM ist : 40*****405";
45355821288.6921;1;1;3;60000;"Anlagezustand-BM : Prozess beenden ";;;;;;;;"04.03.2024 19:42:39";"Anlagezustand-BM : Prozess beenden ";
45355821300.2662;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 40*****440";;;;;;;;"04.03.2024 19:42:40";"Programm/Schrittnummer Status des BM ist : 40*****440";
45355821334.9884;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 40*****450";;;;;;;;"04.03.2024 19:42:43";"Programm/Schrittnummer Status des BM ist : 40*****450";
45355821392.8588;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 4*****490";;;;;;;;"04.03.2024 19:42:48";"Programm/Schrittnummer Status des BM ist : 4*****490";
45355821392.8588;1;1;3;60000;"Anlagezustand-BM : Bereit für Beschichtung ";;;;;;;;"04.03.2024 19:42:48";"Anlagezustand-BM : Bereit für Beschichtung ";
45356245080.6481;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 50*****505";;;;;;;;"05.03.2024 05:52:55";"Programm/Schrittnummer Status des BM ist : 50*****505";
45356245080.6481;1;1;3;60000;"Anlagezustand-BM : Belüften  ";;;;;;;;"05.03.2024 05:52:55";"Anlagezustand-BM : Belüften  ";
45356245081.0185;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 50*****505";;;;;;;;"05.03.2024 05:52:55";"Programm/Schrittnummer Status des VM ist : 50*****505";
45356245081.0185;1;1;3;60000;"Anlagezustand-VM : Belüften  ";;;;;;;;"05.03.2024 05:52:55";"Anlagezustand-VM : Belüften  ";
45356245127.1296;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 50*****510";;;;;;;;"05.03.2024 05:52:59";"Programm/Schrittnummer Status des BM ist : 50*****510";
45356245127.3148;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 50*****510";;;;;;;;"05.03.2024 05:52:59";"Programm/Schrittnummer Status des VM ist : 50*****510";
45356245358.4259;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 50*****515";;;;;;;;"05.03.2024 05:53:19";"Programm/Schrittnummer Status des BM ist : 50*****515";
45356245358.7963;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 50*****517";;;;;;;;"05.03.2024 05:53:19";"Programm/Schrittnummer Status des VM ist : 50*****517";
45356245370;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 50*****517";;;;;;;;"05.03.2024 05:53:20";"Programm/Schrittnummer Status des BM ist : 50*****517";
45356266191.4005;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 50*****525";;;;;;;;"05.03.2024 06:23:19";"Programm/Schrittnummer Status des VM ist : 50*****525";
45356266202.6157;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 50*****525";;;;;;;;"05.03.2024 06:23:20";"Programm/Schrittnummer Status des BM ist : 50*****525";
45356266457.7894;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 50*****535";;;;;;;;"05.03.2024 06:23:42";"Programm/Schrittnummer Status des VM ist : 50*****535";
45356266468.6343;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 50*****540";;;;;;;;"05.03.2024 06:23:43";"Programm/Schrittnummer Status des BM ist : 50*****540";
45356266469.1782;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 50*****540";;;;;;;;"05.03.2024 06:23:43";"Programm/Schrittnummer Status des VM ist : 50*****540";
45356266480.3935;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 10*****100";;;;;;;;"05.03.2024 06:23:44";"Programm/Schrittnummer Status des BM ist : 10*****100";
45356266480.3935;1;1;3;60000;"Anlagezustand-BM : Anfahren Grundstellung ";;;;;;;;"05.03.2024 06:23:44";"Anlagezustand-BM : Anfahren Grundstellung ";
45356266480.7523;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 50*****590";;;;;;;;"05.03.2024 06:23:44";"Programm/Schrittnummer Status des VM ist : 50*****590";
45356266515.1157;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 10*****120";;;;;;;;"05.03.2024 06:23:47";"Programm/Schrittnummer Status des BM ist : 10*****120";
45356266515.4745;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 1*****190";;;;;;;;"05.03.2024 06:23:47";"Programm/Schrittnummer Status des VM ist : 1*****190";
45356266515.4745;1;1;3;60000;"Anlagezustand-VM : Grundstellung ";;;;;;;;"05.03.2024 06:23:47";"Anlagezustand-VM : Grundstellung ";
45356266526.6898;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 1*****190";;;;;;;;"05.03.2024 06:23:48";"Programm/Schrittnummer Status des BM ist : 1*****190";
45356266526.6898;1;1;3;60000;"Anlagezustand-BM : Grundstellung ";;;;;;;;"05.03.2024 06:23:48";"Anlagezustand-BM : Grundstellung ";
45356270427.6968;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 7*****700";;;;;;;;"05.03.2024 06:29:25";"Programm/Schrittnummer Status des VM ist : 7*****700";
45356270427.6968;1;1;3;60000;"Anlagezustand-VM : Service ";;;;;;;;"05.03.2024 06:29:25";"Anlagezustand-VM : Service ";
45356270438.7269;1;1;3;60000;"Anlagezustand-BM : Service ";;;;;;;;"05.03.2024 06:29:26";"Anlagezustand-BM : Service ";
45356294604.3056;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 10*****100";;;;;;;;"05.03.2024 07:04:14";"Programm/Schrittnummer Status des BM ist : 10*****100";
45356294604.3056;1;1;3;60000;"Anlagezustand-BM : Anfahren Grundstellung ";;;;;;;;"05.03.2024 07:04:14";"Anlagezustand-BM : Anfahren Grundstellung ";
45356294605.0347;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 1*****190";;;;;;;;"05.03.2024 07:04:14";"Programm/Schrittnummer Status des VM ist : 1*****190";
45356294605.0347;1;1;3;60000;"Anlagezustand-VM : Grundstellung ";;;;;;;;"05.03.2024 07:04:14";"Anlagezustand-VM : Grundstellung ";
45356294639.0278;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 10*****105";;;;;;;;"05.03.2024 07:04:17";"Programm/Schrittnummer Status des BM ist : 10*****105";
45356294650.787;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 10*****120";;;;;;;;"05.03.2024 07:04:18";"Programm/Schrittnummer Status des BM ist : 10*****120";
45356294662.1759;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 1*****190";;;;;;;;"05.03.2024 07:04:19";"Programm/Schrittnummer Status des BM ist : 1*****190";
45356294662.1759;1;1;3;60000;"Anlagezustand-BM : Grundstellung ";;;;;;;;"05.03.2024 07:04:19";"Anlagezustand-BM : Grundstellung ";
45356362547.0139;1;1;3;60000;"Programm/Schrittnummer Status des VM ist : 1*****190";;;;;;;;"05.03.2024 08:42:04";"Programm/Schrittnummer Status des VM ist : 1*****190";
45356362547.0139;1;1;3;60000;"Anlagezustand-VM : Grundstellung ";;;;;;;;"05.03.2024 08:42:04";"Anlagezustand-VM : Grundstellung ";
